1,google.com
2,netflix.com
3,cloud.netflix.com
4,prod.cloud.netflix.com
5,ftl.netflix.com
6,prod.ftl.netflix.com
7,nrdp.prod.cloud.netflix.com
8,microsoft.com
9,www.google.com
10,nrdp-ipv6.prod.ftl.netflix.com
11,data.microsoft.com
12,netflix.net
13,partner.netflix.net
14,prod.partner.netflix.net
15,preapp.prod.partner.netflix.net
16,events.data.microsoft.com
17,windowsupdate.com
18,ctldl.windowsupdate.com
19,live.com
20,settings-win.data.microsoft.com
21,apple.com
22,safebrowsing.googleapis.com
23,microsoftonline.com
24,login.microsoftonline.com
25,ichnaea.netflix.com
26,officeapps.live.com
27,facebook.com
28,doubleclick.net
29,bing.com
30,g.doubleclick.net
31,clientservices.googleapis.com
32,office.com
33,update.googleapis.com
34,prod.netflix.com
35,push.prod.netflix.com
36,office365.com
37,self.events.data.microsoft.com
38,amazonaws.com
39,digicert.com
40,play.google.com
41,googleusercontent.com
42,google-analytics.com
43,www.googleapis.com
44,icloud.com
45,lencr.org
46,skype.com
47,outlook.office365.com
48,ocsp.digicert.com
49,teams.microsoft.com
50,googleads.g.doubleclick.net
51,itunes.apple.com
52,mp.microsoft.com
53,nexusrules.officeapps.live.com
54,www.google-analytics.com
55,akadns.net
56,akamaiedge.net
57,com.akadns.net
58,smartscreen-prod.microsoft.com
59,ls.apple.com
60,apple-dns.net
61,office.net
62,v10.events.data.microsoft.com
63,msn.com
64,www.bing.com
65,edge.microsoft.com
66,fe.apple-dns.net
67,youtube.com
68,fonts.googleapis.com
69,aaplimg.com
70,config.teams.microsoft.com
71,gateway.icloud.com
72,outlook.office.com
73,gateway.fe.apple-dns.net
74,c.lencr.org
75,x1.c.lencr.org
76,g.aaplimg.com
77,googletagmanager.com
78,www.googletagmanager.com
79,mtalk.google.com
80,clients4.google.com
81,init.itunes.apple.com
82,edge.skype.com
83,config.edge.skype.com
84,msedge.net
85,www.youtube.com
86,play.googleapis.com
87,dsp.mp.microsoft.com
88,optimizationguide-pa.googleapis.com
89,login.live.com
90,opendns.com
91,time.apple.com
92,graph.microsoft.com
93,cdn.office.net
94,adservice.google.com
95,do.dsp.mp.microsoft.com
96,prod.do.dsp.mp.microsoft.com
97,push.apple.com
98,yahoo.com
99,content-autofill.googleapis.com
100,windows.com
101,ytimg.com
102,windows.net
103,googlesyndication.com
104,substrate.office.com
105,i.ytimg.com
106,sharepoint.com
107,app-measurement.com
108,amazon.com
109,accounts.google.com
110,stats.g.doubleclick.net
111,www.facebook.com
112,dsce9.akamaiedge.net
113,measure.office.com
114,presence.teams.microsoft.com
115,graph.facebook.com
116,ecs.office.com
117,fp.measure.office.com
118,pagead2.googlesyndication.com
119,lh3.googleusercontent.com
120,time.g.aaplimg.com
121,business.bing.com
122,pki.goog
123,upload.fp.measure.office.com
124,roaming.officeapps.live.com
125,ocsp.pki.goog
126,e673.dsce9.akamaiedge.net
127,api.msn.com
128,bag.itunes.apple.com
129,aria.microsoft.com
130,pipe.aria.microsoft.com
131,outlook.com
132,activity.windows.com
133,cloudflare.com
134,apis.google.com
135,clients6.google.com
136,weather-data.apple.com
137,googleadservices.com
138,ic3.events.data.microsoft.com
139,teams.events.data.microsoft.com
140,akamai.net
141,fbcdn.net
142,nrdp52-appboot.netflix.com
143,smartscreen.microsoft.com
144,instagram.com
145,core.windows.net
146,blob.core.windows.net
147,delivery.mp.microsoft.com
148,gsp-ssl.ls.apple.com
149,tpc.googlesyndication.com
150,scorecardresearch.com
151,facebook.net
152,browser.pipe.aria.microsoft.com
153,connect.facebook.net
154,sb.scorecardresearch.com
155,assets.msn.com
156,configuration.ls.apple.com
157,storage.live.com
158,gvt1.com
159,www.googleadservices.com
160,gvt2.com
161,ess.apple.com
162,iphone-ld.apple.com
163,res.office365.com
164,mesu.apple.com
165,smoot.apple.com
166,googlevideo.com
167,teams.cdn.office.net
168,statics.teams.cdn.office.net
169,secure.netflix.com
170,ad.doubleclick.net
171,uiboot.netflix.com
172,update.microsoft.com
173,itunes-apple.com.akadns.net
174,r4.res.office365.com
175,akamaized.net
176,xx.fbcdn.net
177,demdex.net
178,adnxs.com
179,v20.events.data.microsoft.com
180,umbrella.com
181,dns.opendns.com
182,trouter.teams.microsoft.com
183,apple.com.akadns.net
184,dns.umbrella.com
185,safebrowsing.apple
186,enterprise.activity.windows.com
187,me.gvt1.com
188,edgedl.me.gvt1.com
189,mail.google.com
190,azure.com
191,edge-mqtt.facebook.com
192,clients2.google.com
193,googletagservices.com
194,www.googletagservices.com
195,c10r.facebook.com
196,gcp.gvt2.com
197,docs.google.com
198,amazon-adsystem.com
199,delve.office.com
200,web.facebook.com
201,loki.delve.office.com
202,beacons.gcp.gvt2.com
203,arc.msn.com
204,signaler-pa.clients6.google.com
205,ocsp2.apple.com
206,whatsapp.net
207,securepubads.g.doubleclick.net
208,gs-loc.apple.com
209,dpm.demdex.net
210,twitter.com
211,lh5.googleusercontent.com
212,l.google.com
213,xp.apple.com
214,msftconnecttest.com
215,fe3cr.delivery.mp.microsoft.com
216,fpc.msedge.net
217,weather.microsoft.com
218,nflxso.net
219,guzzoni.apple.com
220,aa-rt.sharepoint.com
221,manage.microsoft.com
222,amazontrust.com
223,1.nflxso.net
224,ggpht.com
225,ls-apple.com.akadns.net
226,init.push.apple.com
227,ogs.google.com
228,mobile.events.data.microsoft.com
229,jnn-pa.googleapis.com
230,cm.g.doubleclick.net
231,spo-ring.msedge.net
232,addons-pa.clients6.google.com
233,rubiconproject.com
234,nr-data.net
235,ib.adnxs.com
236,pubmatic.com
237,www.msftconnecttest.com
238,adsrvr.org
239,officeclient.microsoft.com
240,snapchat.com
241,clients3.google.com
242,analytics.yahoo.com
243,youtubei.googleapis.com
244,yt3.ggpht.com
245,msg.teams.microsoft.com
246,ng.msg.teams.microsoft.com
247,origin-apple.com.akadns.net
248,global.aa-rt.sharepoint.com
249,gr.global.aa-rt.sharepoint.com
250,cdnjs.cloudflare.com
251,tile-service.weather.microsoft.com
252,clients.google.com
253,android.clients.google.com
254,casalemedia.com
255,rlcdn.com
256,mask.icloud.com
257,sca1b.amazontrust.com
258,ajax.googleapis.com
259,linkedin.com
260,gateway.facebook.com
261,ntp.org
262,pool.ntp.org
263,fastly.net
264,go.microsoft.com
265,criteo.com
266,star.c10r.facebook.com
267,ocsp.sca1b.amazontrust.com
268,measure.office.net
269,i.instagram.com
270,bam.nr-data.net
271,static.doubleclick.net
272,2mdn.net
273,graph.instagram.com
274,safebrowsing.google.com
275,nel.measure.office.net
276,checkappexec.microsoft.com
277,us-v20.events.data.microsoft.com
278,beacons.gvt2.com
279,osi.office.net
280,proxy.safebrowsing.apple
281,msftncsi.com
282,odc.officeapps.live.com
283,android.googleapis.com
284,cloudapp.azure.com
285,azureedge.net
286,c.bing.com
287,ade.googlesyndication.com
288,s0.2mdn.net
289,gsp85-ssl.ls.apple.com
290,bidswitch.net
291,trafficmanager.net
292,adobe.com
293,browser.events.data.microsoft.com
294,3lift.com
295,firebaselogging-pa.googleapis.com
296,flightproxy.teams.microsoft.com
297,pancake.apple.com
298,id.google.com
299,openx.net
300,www.microsoft.com
301,adobe.io
302,cdn-apple.com
303,ups.analytics.yahoo.com
304,safeframe.googlesyndication.com
305,www.apple.com
306,s.amazon-adsystem.com
307,mzstatic.com
308,googleads4.g.doubleclick.net
309,gateway.instagram.com
310,g.whatsapp.net
311,cc.skype.com
312,o.lencr.org
313,play-fe.googleapis.com
314,x.bidswitch.net
315,protection.outlook.com
316,metrics.icloud.com
317,api.flightproxy.teams.microsoft.com
318,moatads.com
319,v.aaplimg.com
320,newrelic.com
321,taboola.com
322,dns.msftncsi.com
323,amer.ng.msg.teams.microsoft.com
324,r3.o.lencr.org
325,appsflyer.com
326,www.amazon.com
327,nleditor.osi.office.net
328,tiktokv.com
329,sfx.ms
330,inappcheck.itunes.apple.com
331,oneclient.sfx.ms
332,c.amazon-adsystem.com
333,wd.microsoft.com
334,autodiscover-s.outlook.com
335,img-s-msn-com.akamaized.net
336,asyncgw.teams.microsoft.com
337,cp.wd.microsoft.com
338,apple.news
339,acdc-direct.office.com
340,pixel.rubiconproject.com
341,gmail.com
342,c.apple.news
343,match.adsrvr.org
344,bluekai.com
345,sentry.io
346,geo.prod.do.dsp.mp.microsoft.com
347,scontent.xx.fbcdn.net
348,init.ess.apple.com
349,ocws.officeapps.live.com
350,agkn.com
351,slscr.update.microsoft.com
352,spotify.com
353,dscx.akamaiedge.net
354,play.itunes.apple.com
355,smartadserver.com
356,ssl.google-analytics.com
357,e10499.dsce9.akamaiedge.net
358,ampproject.org
359,api.snapchat.com
360,cdn.ampproject.org
361,api.amazon.com
362,doubleverify.com
363,gsp64-ssl.ls.apple.com
364,gspe79-ssl.ls.apple.com
365,oauthaccountmanager.googleapis.com
366,kt-prod.ess.apple.com
367,media.net
368,crashlytics.com
369,adsafeprotected.com
370,api.cdp.microsoft.com
371,cdp.microsoft.com
372,msedge.api.cdp.microsoft.com
373,licensing.mp.microsoft.com
374,everesttech.net
375,idsync.rlcdn.com
376,tapad.com
377,g.live.com
378,notifications-pa.googleapis.com
379,gspe35-ssl.ls.apple.com
380,eb2.3lift.com
381,mathtag.com
382,entrust.net
383,ocsp2-lb.apple.com.akadns.net
384,us-east-1.elb.amazonaws.com
385,mqtt.c10r.facebook.com
386,quantserve.com
387,ocsp.entrust.net
388,edgesuite.net
389,configuration.apple.com
390,beacons2.gvt2.com
391,ha.office365.com
392,outlook.ha.office365.com
393,dataservice.protection.outlook.com
394,cdninstagram.com
395,analytics.google.com
396,atm-fp-direct.office.com
397,nelreports.net
398,media-amazon.com
399,licdn.com
400,peoplestackwebexperiments-pa.clients6.google.com
401,msgr-latest.c10r.facebook.com
402,firebaseremoteconfig.googleapis.com
403,fe2cr.update.microsoft.com
404,bat.bing.com
405,m.media-amazon.com
406,dl.delivery.mp.microsoft.com
407,ybp.yahoo.com
408,asm.skype.com
409,pubads.g.doubleclick.net
410,init-p01md.apple.com
411,api-global.netflix.com
412,beacons3.gvt2.com
413,api.smoot.apple.com
414,token.safebrowsing.apple
415,com.edgesuite.net
416,launchdarkly.com
417,beacons4.gvt2.com
418,gum.criteo.com
419,criteo.net
420,sectigo.com
421,imap.gmail.com
422,tlu.dl.delivery.mp.microsoft.com
423,nel.cloudflare.com
424,a.nel.cloudflare.com
425,init-cdn.itunes-apple.com.akadns.net
426,peoplestack-pa.clients6.google.com
427,akamaihd.net
428,mesu-cdn.origin-apple.com.akadns.net
429,pinterest.com
430,res.cdn.office.net
431,ads.linkedin.com
432,fna.fbcdn.net
433,sharethrough.com
434,outbrain.com
435,js-agent.newrelic.com
436,imasdk.googleapis.com
437,maps.googleapis.com
438,play-lh.googleusercontent.com
439,jsdelivr.net
440,cdn.jsdelivr.net
441,verisign.com
442,tiktokcdn.com
443,us-prod.asyncgw.teams.microsoft.com
444,aws.api.snapchat.com
445,adobedtm.com
446,px.ads.linkedin.com
447,aa.google.com
448,assets.adobedtm.com
449,yimg.com
450,mask.apple-dns.net
451,appcenter.ms
452,internal
453,s.yimg.com
454,x2.c.lencr.org
455,download.windowsupdate.com
456,z.moatads.com
457,cdn.doubleverify.com
458,omtrdc.net
459,edgekey.net
460,firebase-settings.crashlytics.com
461,google.internal
462,metadata.google.internal
463,launches.appsflyer.com
464,inbox.google.com
